statecode,county,eq_site_limit,hu_site_limit,fl_site_limit
FL,ESCAMBIA COUNTY,0,282103.48,0
FL,ESCAMBIA COUNTY,0,515309.92,0
FL,ESCAMBIA COUNTY,0,187418.07,0
FL,ESCAMBIA COUNTY,0,112226.39,0
FL,ESCAMBIA COUNTY,0,50501.88,0
FL,ESCAMBIA COUNTY,0,7294.72,0
FL,ESCAMBIA COUNTY,0,33667.92,0
FL,ESCAMBIA COUNTY,0,33667.92,0
FL,ESCAMBIA COUNTY,0,33667.92,0
FL,ESCAMBIA COUNTY,0,7294.72,0
FL,ESCAMBIA COUNTY,0,33667.92,0
FL,ESCAMBIA COUNTY,0,345993.96,0
FL,ESCAMBIA COUNTY,0,128499.22,0
FL,OKALOOSA COUNTY,0,388357.2,0
FL,OKALOOSA COUNTY,0,822947.4,0
FL,OKALOOSA COUNTY,0,33287.76,0
FL,OKALOOSA COUNTY,0,273699.36,0
FL,OKALOOSA COUNTY,781542,781542,781542
FL,OKALOOSA COUNTY,344898,344898,344898
FL,OKALOOSA COUNTY,53235,53235,53235
FL,OKALOOSA COUNTY,270936,270936,270936
FL,OKALOOSA COUNTY,308547,308547,308547
FL,OKALOOSA COUNTY,19854,19854,19854
FL,OKALOOSA COUNTY,502020,502020,502020
FL,OKALOOSA COUNTY,6444,6444,6444
FL,OKALOOSA COUNTY,16101,16101,16101
FL,OKALOOSA COUNTY,338166,338166,338166
FL,OKALOOSA COUNTY,509166,509166,509166
FL,OKALOOSA COUNTY,327519,327519,327519
FL,OKALOOSA COUNTY,595341,595341,595341
FL,OKALOOSA COUNTY,69813,69813,69813
FL,OKALOOSA COUNTY,69813,69813,69813
FL,OKALOOSA COUNTY,6174,6174,6174
FL,OKALOOSA COUNTY,666,666,666
FL,OKALOOSA COUNTY,666,666,666
FL,OKALOOSA COUNTY,666,666,666
FL,OKALOOSA COUNTY,666,666,666
FL,OKALOOSA COUNTY,666,666,666
FL,OKALOOSA COUNTY,387,387,387
FL,OKALOOSA COUNTY,990,990,990
FL,OKALOOSA COUNTY,603,603,603
FL,OKALOOSA COUNTY,963,963,963
FL,OKALOOSA COUNTY,963,963,963
FL,OKALOOSA COUNTY,243,243,243
FL,OKALOOSA COUNTY,243,243,243
FL,OKALOOSA COUNTY,243,243,243
FL,OKALOOSA COUNTY,243,243,243
FL,OKALOOSA COUNTY,243,243,243
FL,OKALOOSA COUNTY,243,243,243
FL,OKALOOSA COUNTY,243,243,243
FL,OKALOOSA COUNTY,243,243,243
FL,OKALOOSA COUNTY,243,243,243
FL,OKALOOSA COUNTY,963,963,963
FL,OKALOOSA COUNTY,963,963,963
FL,OKALOOSA COUNTY,963,963,963
FL,OKALOOSA COUNTY,963,963,963
FL,OKALOOSA COUNTY,621,621,621
FL,OKALOOSA COUNTY,621,621,621
FL,OKALOOSA COUNTY,432,432,432
FL,OKALOOSA COUNTY,198,198,198
FL,OKALOOSA COUNTY,5571396,5571396,5571396
FL,OKALOOSA COUNTY,487206,487206,487206
FL,OKALOOSA COUNTY,4686066,4686066,4686066
FL,OKALOOSA COUNTY,725661,725661,725661
FL,OKALOOSA COUNTY,728154,728154,728154
FL,OKALOOSA COUNTY,6714,6714,6714
FL,OKALOOSA COUNTY,585,585,585
FL,OKALOOSA COUNTY,31041,31041,31041
FL,OKALOOSA COUNTY,3483,3483,3483
FL,OKALOOSA COUNTY,2736,2736,2736
FL,OKALOOSA COUNTY,1485486,1485486,1485486
FL,OKALOOSA COUNTY,523449,523449,523449
FL,OKALOOSA COUNTY,294174,294174,294174
FL,OKALOOSA COUNTY,65394,65394,65394
FL,OKALOOSA COUNTY,997371,997371,997371
FL,OKALOOSA COUNTY,575865,575865,575865
FL,OKALOOSA COUNTY,721080,721080,721080
FL,OKALOOSA COUNTY,81288,81288,81288
FL,OKALOOSA COUNTY,68895,68895,68895
FL,OKALOOSA COUNTY,69813,69813,69813
FL,OKALOOSA COUNTY,432,432,432
FL,OKALOOSA COUNTY,12042,12042,12042
FL,OKALOOSA COUNTY,11520,11520,11520
FL,OKALOOSA COUNTY,14400,14400,14400
FL,OKALOOSA COUNTY,1062,1062,1062
FL,OKALOOSA COUNTY,83988,83988,83988
FL,OKALOOSA COUNTY,43776,43776,43776
FL,OKALOOSA COUNTY,252486,252486,252486
FL,OKALOOSA COUNTY,55125,55125,55125
FL,OKALOOSA COUNTY,1314,1314,1314
FL,OKALOOSA COUNTY,1558458,1558458,1558458
FL,OKALOOSA COUNTY,110619,110619,110619
FL,OKALOOSA COUNTY,847692,847692,847692
FL,OKALOOSA COUNTY,442917,442917,442917
FL,OKALOOSA COUNTY,234414,234414,234414
FL,OKALOOSA COUNTY,691020,691020,691020
FL,OKALOOSA COUNTY,1553247,1553247,1553247
FL,OKALOOSA COUNTY,22095,22095,22095
FL,OKALOOSA COUNTY,666,666,666
FL,OKALOOSA COUNTY,666,666,666
FL,OKALOOSA COUNTY,1440,1440,1440
FL,OKALOOSA COUNTY,9945,9945,9945
FL,OKALOOSA COUNTY,13428,13428,13428
FL,OKALOOSA COUNTY,4725,4725,4725
FL,OKALOOSA COUNTY,8253,8253,8253
FL,OKALOOSA COUNTY,4563,4563,4563
FL,OKALOOSA COUNTY,963,963,963
FL,OKALOOSA COUNTY,963,963,963
FL,OKALOOSA COUNTY,23895,23895,23895
FL,OKALOOSA COUNTY,6336,6336,6336
FL,OKALOOSA COUNTY,1197,1197,1197
FL,OKALOOSA COUNTY,243,243,243
FL,OKALOOSA COUNTY,198,198,198
FL,OKALOOSA COUNTY,198,198,198
FL,OKALOOSA COUNTY,67878,67878,67878
FL,OKALOOSA COUNTY,70362,70362,70362
FL,OKALOOSA COUNTY,386460,386460,386460
FL,OKALOOSA COUNTY,72837,72837,72837
FL,OKALOOSA COUNTY,72837,72837,72837
FL,OKALOOSA COUNTY,78003,78003,78003
FL,OKALOOSA COUNTY,8064,8064,8064
FL,OKALOOSA COUNTY,6714,6714,6714
FL,OKALOOSA COUNTY,1143,1143,1143
FL,OKALOOSA COUNTY,3087,3087,3087
FL,OKALOOSA COUNTY,1440,1440,1440
FL,OKALOOSA COUNTY,2979,2979,2979
FL,OKALOOSA COUNTY,27999,27999,27999
FL,OKALOOSA COUNTY,30231,30231,30231
FL,OKALOOSA COUNTY,5634,5634,5634
FL,OKALOOSA COUNTY,5634,5634,5634
FL,OKALOOSA COUNTY,16947,16947,16947
FL,OKALOOSA COUNTY,14013,14013,14013
FL,OKALOOSA COUNTY,69813,69813,69813
FL,OKALOOSA COUNTY,666,666,666
FL,OKALOOSA COUNTY,666,666,666
FL,OKALOOSA COUNTY,1440,1440,1440
FL,OKALOOSA COUNTY,1440,1440,1440
FL,OKALOOSA COUNTY,279,279,279
FL,OKALOOSA COUNTY,1908,1908,1908
FL,OKALOOSA COUNTY,1197,1197,1197
FL,OKALOOSA COUNTY,207,207,207
FL,OKALOOSA COUNTY,207,207,207
FL,OKALOOSA COUNTY,65655,65655,65655
FL,OKALOOSA COUNTY,2385,2385,2385
FL,OKALOOSA COUNTY,1386,1386,1386
FL,OKALOOSA COUNTY,1386,1386,1386
FL,OKALOOSA COUNTY,1386,1386,1386
FL,OKALOOSA COUNTY,1386,1386,1386
FL,OKALOOSA COUNTY,1386,1386,1386
FL,OKALOOSA COUNTY,2187,2187,2187
FL,OKALOOSA COUNTY,47223,47223,47223
FL,OKALOOSA COUNTY,47223,47223,47223
FL,OKALOOSA COUNTY,47223,47223,47223
FL,OKALOOSA COUNTY,47223,47223,47223
FL,OKALOOSA COUNTY,0,1531078.63,0
FL,OKALOOSA COUNTY,1009192.5,1009192.5,0
FL,OKALOOSA COUNTY,365565.6,365565.6,0
FL,OKALOOSA COUNTY,295471.8,295471.8,0
FL,OKALOOSA COUNTY,280900.8,280900.8,0
FL,OKALOOSA COUNTY,251547.3,251547.3,0
FL,OKALOOSA COUNTY,492556.5,492556.5,0
FL,OKALOOSA COUNTY,0,455004.97,0
FL,OKALOOSA COUNTY,0,33488.37,0
FL,OKALOOSA COUNTY,0,68250.75,0
FL,OKALOOSA COUNTY,0,44947.21,0
FL,OKALOOSA COUNTY,0,45500.5,0
FL,OKALOOSA COUNTY,0,44947.21,0
FL,OKALOOSA COUNTY,0,455004.97,0
FL,OKALOOSA COUNTY,0,6916.08,0
FL,OKALOOSA COUNTY,0,4550.05,0
FL,OKALOOSA COUNTY,0,45500.5,0
FL,OKALOOSA COUNTY,0,7862.49,0
FL,OKALOOSA COUNTY,0,4368.05,0
FL,OKALOOSA COUNTY,0,182001.99,0
FL,OKALOOSA COUNTY,0,4550.05,0
FL,OKALOOSA COUNTY,0,31850.35,0
FL,OKALOOSA COUNTY,0,45500.5,0
FL,OKALOOSA COUNTY,0,5460.06,0
FL,OKALOOSA COUNTY,0,40950.45,0
FL,OKALOOSA COUNTY,0,682507.46,0
FL,OKALOOSA COUNTY,0,11575.33,0
FL,OKALOOSA COUNTY,0,9100.1,0
FL,OKALOOSA COUNTY,0,38344.18,0
FL,OKALOOSA COUNTY,0,121875.81,0
FL,OKALOOSA COUNTY,0,13237,0
FL,OKALOOSA COUNTY,0,128100.28,0
FL,OKALOOSA COUNTY,0,52032.55,0
FL,OKALOOSA COUNTY,0,355472.64,0
FL,OKALOOSA COUNTY,0,1258088.75,0
FL,OKALOOSA COUNTY,0,52032.55,0
FL,OKALOOSA COUNTY,0,364003.98,0
FL,OKALOOSA COUNTY,0,14456.42,0
FL,OKALOOSA COUNTY,0,455004.97,0
FL,OKALOOSA COUNTY,0,44590.49,0
FL,OKALOOSA COUNTY,0,93657.31,0
FL,OKALOOSA COUNTY,0,91000.99,0
FL,OKALOOSA COUNTY,0,50050.55,0
FL,OKALOOSA COUNTY,0,52032.55,0
FL,OKALOOSA COUNTY,0,52032.55,0
FL,OKALOOSA COUNTY,0,59008.34,0
FL,OKALOOSA COUNTY,0,1564010.76,0
FL,OKALOOSA COUNTY,0,3809046.2,0
FL,OKALOOSA COUNTY,0,664901.74,0
FL,OKALOOSA COUNTY,0,0,0
FL,WALTON COUNTY,0,306004.91,0
FL,WALTON COUNTY,0,25164.88,0
FL,WALTON COUNTY,0,112808.11,0
FL,WALTON COUNTY,0,10259.22,0
FL,WALTON COUNTY,0,124817.79,0
FL,WALTON COUNTY,0,55362.73,0
FL,WALTON COUNTY,0,52516.08,0
FL,WALTON COUNTY,0,89838.61,0
FL,WALTON COUNTY,0,15853.87,0
FL,WALTON COUNTY,0,21713.26,0
FL,WALTON COUNTY,0,52299.31,0
FL,WALTON COUNTY,0,485735.39,0
FL,WALTON COUNTY,0,695122.73,0
FL,WALTON COUNTY,0,1458108.42,0
FL,WALTON COUNTY,0,726381.15,0
FL,WALTON COUNTY,0,21238.78,0
FL,WALTON COUNTY,0,389756.65,0
FL,WALTON COUNTY,0,50476.31,0
FL,WALTON COUNTY,0,3759754.45,0
FL,WALTON COUNTY,0,22345.04,0
FL,WALTON COUNTY,0,16040.21,0
FL,WALTON COUNTY,0,50753.83,0
FL,WALTON COUNTY,0,1316.6,0
FL,OKALOOSA COUNTY,0,5619064.25,0
FL,OKALOOSA COUNTY,0,0,0
FL,OKALOOSA COUNTY,67500,67500,67500
FL,OKALOOSA COUNTY,21780000,21780000,21780000
FL,OKALOOSA COUNTY,45000,45000,45000
FL,OKALOOSA COUNTY,4383,4383,4383
FL,OKALOOSA COUNTY,1371240,1371240,1371240
FL,OKALOOSA COUNTY,137934,137934,137934
FL,OKALOOSA COUNTY,8325,8325,8325
FL,OKALOOSA COUNTY,62991,62991,62991
FL,OKALOOSA COUNTY,81945,81945,81945
FL,OKALOOSA COUNTY,67878,67878,67878
FL,OKALOOSA COUNTY,67878,67878,67878
FL,OKALOOSA COUNTY,50391,50391,50391
FL,OKALOOSA COUNTY,4419,4419,4419
FL,OKALOOSA COUNTY,39348,39348,39348
FL,OKALOOSA COUNTY,2133,2133,2133
FL,OKALOOSA COUNTY,909,909,909
FL,OKALOOSA COUNTY,11943,11943,11943
FL,OKALOOSA COUNTY,3402,3402,3402
FL,OKALOOSA COUNTY,707670,707670,707670
FL,OKALOOSA COUNTY,526698,526698,526698
FL,OKALOOSA COUNTY,670437,670437,670437
FL,OKALOOSA COUNTY,919017,919017,919017
FL,OKALOOSA COUNTY,22095,22095,22095
FL,OKALOOSA COUNTY,666,666,666
FL,OKALOOSA COUNTY,1440,1440,1440
FL,OKALOOSA COUNTY,387,387,387
FL,OKALOOSA COUNTY,387,387,387
FL,OKALOOSA COUNTY,387,387,387
FL,OKALOOSA COUNTY,387,387,387
FL,OKALOOSA COUNTY,10737,10737,10737
FL,OKALOOSA COUNTY,963,963,963
FL,OKALOOSA COUNTY,243,243,243
FL,OKALOOSA COUNTY,243,243,243
FL,OKALOOSA COUNTY,243,243,243
FL,OKALOOSA COUNTY,243,243,243
FL,OKALOOSA COUNTY,243,243,243
FL,OKALOOSA COUNTY,243,243,243
FL,OKALOOSA COUNTY,243,243,243
FL,OKALOOSA COUNTY,243,243,243
FL,OKALOOSA COUNTY,14400,14400,14400
FL,OKALOOSA COUNTY,2880,2880,2880
FL,OKALOOSA COUNTY,3843,3843,3843
FL,OKALOOSA COUNTY,11160000,11160000,11160000
FL,OKALOOSA COUNTY,59157,59157,59157
FL,OKALOOSA COUNTY,69813,69813,69813
FL,OKALOOSA COUNTY,144486,144486,144486
FL,OKALOOSA COUNTY,5040,5040,5040
FL,OKALOOSA COUNTY,4680,4680,4680
FL,OKALOOSA COUNTY,9342,9342,9342
FL,OKALOOSA COUNTY,49095,49095,49095
FL,OKALOOSA COUNTY,28053,28053,28053
FL,OKALOOSA COUNTY,900,900,900
FL,OKALOOSA COUNTY,9018,9018,9018
FL,OKALOOSA COUNTY,11520,11520,11520
FL,OKALOOSA COUNTY,150380.1,150380.1,0
FL,OKALOOSA COUNTY,0,44947.21,0
FL,OKALOOSA COUNTY,0,3003032.83,0
FL,OKALOOSA COUNTY,0,9100.1,0
FL,OKALOOSA COUNTY,0,28392.31,0
FL,OKALOOSA COUNTY,0,53872.59,0
FL,OKALOOSA COUNTY,0,27300.3,0
FL,OKALOOSA COUNTY,0,6333.67,0
FL,OKALOOSA COUNTY,0,44947.21,0
FL,OKALOOSA COUNTY,0,21135.89,0
FL,OKALOOSA COUNTY,0,22568.25,0
FL,OKALOOSA COUNTY,0,2616.28,0
FL,OKALOOSA COUNTY,0,1478766.17,0
FL,OKALOOSA COUNTY,0,43239.12,0
FL,OKALOOSA COUNTY,0,4550.05,0
FL,OKALOOSA COUNTY,0,524165.73,0
FL,OKALOOSA COUNTY,0,22750.25,0
FL,OKALOOSA COUNTY,0,4537.31,0
FL,OKALOOSA COUNTY,0,1048.33,0
FL,OKALOOSA COUNTY,0,1048.33,0
FL,OKALOOSA COUNTY,0,36140.14,0
FL,OKALOOSA COUNTY,0,66257.82,0
FL,OKALOOSA COUNTY,0,52032.55,0
FL,OKALOOSA COUNTY,0,33731.34,0
FL,OKALOOSA COUNTY,0,104064.19,0
FL,OKALOOSA COUNTY,922399.2,922399.2,0
FL,OKALOOSA COUNTY,0,18493.2,0
FL,OKALOOSA COUNTY,799947,799947,799947
FL,OKALOOSA COUNTY,492228,492228,492228
FL,OKALOOSA COUNTY,1278045,1278045,1278045
FL,OKALOOSA COUNTY,11664,11664,11664
FL,OKALOOSA COUNTY,12789,12789,12789
FL,OKALOOSA COUNTY,6210,6210,6210
FL,OKALOOSA COUNTY,22095,22095,22095
FL,OKALOOSA COUNTY,666,666,666
FL,OKALOOSA COUNTY,387,387,387
FL,OKALOOSA COUNTY,387,387,387
FL,OKALOOSA COUNTY,387,387,387
FL,OKALOOSA COUNTY,387,387,387
FL,OKALOOSA COUNTY,279,279,279
FL,OKALOOSA COUNTY,279,279,279
FL,OKALOOSA COUNTY,963,963,963
FL,OKALOOSA COUNTY,963,963,963
FL,OKALOOSA COUNTY,963,963,963
FL,OKALOOSA COUNTY,963,963,963
FL,OKALOOSA COUNTY,963,963,963
FL,OKALOOSA COUNTY,963,963,963
FL,OKALOOSA COUNTY,990,990,990
FL,OKALOOSA COUNTY,31338,31338,31338
FL,OKALOOSA COUNTY,173385,173385,173385
FL,OKALOOSA COUNTY,963,963,963
FL,OKALOOSA COUNTY,243,243,243
FL,OKALOOSA COUNTY,243,243,243
FL,OKALOOSA COUNTY,243,243,243
FL,OKALOOSA COUNTY,243,243,243
FL,OKALOOSA COUNTY,243,243,243
FL,OKALOOSA COUNTY,243,243,243
FL,OKALOOSA COUNTY,243,243,243
FL,OKALOOSA COUNTY,243,243,243
FL,OKALOOSA COUNTY,28791,28791,28791
FL,OKALOOSA COUNTY,4806,4806,4806
FL,OKALOOSA COUNTY,225,225,225
FL,OKALOOSA COUNTY,225,225,225
FL,OKALOOSA COUNTY,783,783,783
FL,OKALOOSA COUNTY,621,621,621
FL,OKALOOSA COUNTY,621,621,621
FL,OKALOOSA COUNTY,1553391,1553391,1553391
FL,OKALOOSA COUNTY,1553391,1553391,1553391
FL,OKALOOSA COUNTY,7029,7029,7029
FL,OKALOOSA COUNTY,3942,3942,3942
FL,OKALOOSA COUNTY,78723,78723,78723
FL,OKALOOSA COUNTY,7002,7002,7002
FL,OKALOOSA COUNTY,666,666,666
FL,OKALOOSA COUNTY,666,666,666
FL,OKALOOSA COUNTY,666,666,666
FL,OKALOOSA COUNTY,279,279,279
FL,OKALOOSA COUNTY,279,279,279
FL,OKALOOSA COUNTY,7686,7686,7686
FL,OKALOOSA COUNTY,2025,2025,2025
FL,OKALOOSA COUNTY,61470,61470,61470
FL,OKALOOSA COUNTY,2187,2187,2187
FL,OKALOOSA COUNTY,2187,2187,2187
FL,OKALOOSA COUNTY,2187,2187,2187
FL,OKALOOSA COUNTY,243,243,243
FL,OKALOOSA COUNTY,243,243,243
FL,OKALOOSA COUNTY,621,621,621
FL,OKALOOSA COUNTY,621,621,621
FL,OKALOOSA COUNTY,0,17910000,0
FL,OKALOOSA COUNTY,0,490849.58,0
FL,OKALOOSA COUNTY,591420.6,591420.6,0
FL,OKALOOSA COUNTY,0,14040000,0
FL,OKALOOSA COUNTY,30510000,30510000,30510000
FL,OKALOOSA COUNTY,7486975.8,7486975.8,7486975.8
FL,OKALOOSA COUNTY,2250,2250,2250
FL,OKALOOSA COUNTY,3538339.2,3538339.2,3538339.2
FL,OKALOOSA COUNTY,63000,63000,63000
FL,OKALOOSA COUNTY,27090000,27090000,0
FL,OKALOOSA COUNTY,27090000,27090000,0
FL,OKALOOSA COUNTY,204831,204831,204831
FL,OKALOOSA COUNTY,0,4147.09,0
FL,OKALOOSA COUNTY,0,1697293.23,0
FL,OKALOOSA COUNTY,0,187753.5,0
FL,OKALOOSA COUNTY,0,187753.5,0
FL,OKALOOSA COUNTY,0,187753.5,0
FL,OKALOOSA COUNTY,0,187753.5,0
FL,OKALOOSA COUNTY,0,176351.4,0
FL,OKALOOSA COUNTY,0,176351.4,0
FL,OKALOOSA COUNTY,0,176351.4,0
FL,OKALOOSA COUNTY,0,176351.4,0
FL,OKALOOSA COUNTY,0,176351.4,0
FL,OKALOOSA COUNTY,0,176351.4,0
FL,OKALOOSA COUNTY,0,176351.4,0
FL,OKALOOSA COUNTY,0,364724.1,0
FL,OKALOOSA COUNTY,0,749345.4,0
FL,OKALOOSA COUNTY,0,364724.1,0
FL,OKALOOSA COUNTY,0,729448.2,0
FL,OKALOOSA COUNTY,0,749345.4,0
FL,OKALOOSA COUNTY,0,364724.1,0
FL,OKALOOSA COUNTY,0,285210,0
FL,OKALOOSA COUNTY,0,352281.6,0
FL,OKALOOSA COUNTY,0,364724.1,0
FL,OKALOOSA COUNTY,0,352281.6,0
FL,OKALOOSA COUNTY,0,704563.2,0
FL,OKALOOSA COUNTY,0,352281.6,0
FL,OKALOOSA COUNTY,0,704563.2,0
FL,OKALOOSA COUNTY,0,650817,0
FL,OKALOOSA COUNTY,0,650817,0
FL,OKALOOSA COUNTY,0,650817,0
FL,OKALOOSA COUNTY,0,808023.6,0
FL,OKALOOSA COUNTY,0,808023.6,0
FL,OKALOOSA COUNTY,0,404011.8,0
FL,OKALOOSA COUNTY,0,704563.2,0
FL,OKALOOSA COUNTY,0,352236.6,0
FL,OKALOOSA COUNTY,0,352236.6,0
FL,OKALOOSA COUNTY,0,352236.6,0
FL,OKALOOSA COUNTY,0,352236.6,0
FL,OKALOOSA COUNTY,0,364724.1,0
FL,OKALOOSA COUNTY,0,531638.1,0
FL,OKALOOSA COUNTY,0,352281.6,0
FL,OKALOOSA COUNTY,0,531638.1,0
FL,OKALOOSA COUNTY,0,1063276.2,0
FL,OKALOOSA COUNTY,0,1694376,0
FL,OKALOOSA COUNTY,0,423594,0
FL,OKALOOSA COUNTY,0,1270782,0
FL,OKALOOSA COUNTY,0,910024.2,0
FL,OKALOOSA COUNTY,0,1122084.9,0
FL,OKALOOSA COUNTY,0,420480,0
FL,OKALOOSA COUNTY,0,687780,0
FL,OKALOOSA COUNTY,0,869490,0
FL,OKALOOSA COUNTY,0,1111282.2,0
FL,OKALOOSA COUNTY,0,21157.2,0
FL,OKALOOSA COUNTY,0,72316.8,0
FL,OKALOOSA COUNTY,0,65063.7,0
FL,OKALOOSA COUNTY,0,57879,0
FL,OKALOOSA COUNTY,0,53100,0
FL,OKALOOSA COUNTY,0,42484.5,0
FL,OKALOOSA COUNTY,0,397585.8,0
FL,OKALOOSA COUNTY,0,21600,0
FL,OKALOOSA COUNTY,0,30359.7,0
FL,OKALOOSA COUNTY,0,82925.1,0
FL,OKALOOSA COUNTY,0,187753.5,0
FL,OKALOOSA COUNTY,0,187753.5,0
FL,OKALOOSA COUNTY,0,176351.4,0
FL,OKALOOSA COUNTY,33020.1,33020.1,0
FL,OKALOOSA COUNTY,0,920621.25,0
FL,OKALOOSA COUNTY,0,638081.62,0
FL,OKALOOSA COUNTY,70110000,70110000,70110000
FL,OKALOOSA COUNTY,2286694.8,2286694.8,2286694.8
FL,OKALOOSA COUNTY,540000,540000,540000
FL,OKALOOSA COUNTY,0,144210.91,0
FL,OKALOOSA COUNTY,0,42887.32,0
FL,OKALOOSA COUNTY,0,31698.34,0
FL,OKALOOSA COUNTY,0,136320.27,0
FL,OKALOOSA COUNTY,0,162396.08,0
FL,OKALOOSA COUNTY,0,316029.52,0
FL,OKALOOSA COUNTY,0,14577.09,0
FL,OKALOOSA COUNTY,0,137815.13,0
FL,OKALOOSA COUNTY,0,495308.93,0
FL,OKALOOSA COUNTY,0,11131.74,0
FL,OKALOOSA COUNTY,0,1357.94,0
FL,OKALOOSA COUNTY,0,0,1395000
FL,OKALOOSA COUNTY,481743,481743,481743
FL,OKALOOSA COUNTY,58986,58986,58986
FL,OKALOOSA COUNTY,1599480,1599480,1599480
FL,OKALOOSA COUNTY,64746,64746,64746
FL,OKALOOSA COUNTY,103887,103887,103887
FL,OKALOOSA COUNTY,63747,63747,63747
FL,OKALOOSA COUNTY,1334934,1334934,1334934
FL,OKALOOSA COUNTY,494811,494811,494811
FL,OKALOOSA COUNTY,8838,8838,8838
FL,OKALOOSA COUNTY,4473,4473,4473
FL,OKALOOSA COUNTY,5085,5085,5085
FL,OKALOOSA COUNTY,18720,18720,18720
FL,OKALOOSA COUNTY,15822,15822,15822
FL,OKALOOSA COUNTY,2979,2979,2979
FL,OKALOOSA COUNTY,2205,2205,2205
FL,OKALOOSA COUNTY,0,2850842.7,0
FL,OKALOOSA COUNTY,0,2480805.9,0
FL,OKALOOSA COUNTY,0,517500,0
FL,OKALOOSA COUNTY,0,11070000,0
FL,OKALOOSA COUNTY,11880,11880,11880
FL,OKALOOSA COUNTY,574992,574992,574992
FL,OKALOOSA COUNTY,7857,7857,7857
FL,OKALOOSA COUNTY,9846,9846,9846
FL,OKALOOSA COUNTY,1308951,1308951,1308951
FL,OKALOOSA COUNTY,4365,4365,4365
FL,OKALOOSA COUNTY,594,594,594
FL,OKALOOSA COUNTY,4104,4104,4104
FL,OKALOOSA COUNTY,164007,164007,164007
FL,OKALOOSA COUNTY,477,477,477
FL,OKALOOSA COUNTY,43470,43470,43470
FL,OKALOOSA COUNTY,18612,18612,18612
FL,OKALOOSA COUNTY,246411,246411,246411
FL,OKALOOSA COUNTY,72837,72837,72837
FL,OKALOOSA COUNTY,72837,72837,72837
FL,OKALOOSA COUNTY,72837,72837,72837
FL,OKALOOSA COUNTY,1217151,1217151,1217151
FL,OKALOOSA COUNTY,501750,501750,501750
FL,OKALOOSA COUNTY,334701,334701,334701
FL,OKALOOSA COUNTY,334701,334701,334701
FL,OKALOOSA COUNTY,14427,14427,14427
FL,OKALOOSA COUNTY,6885,6885,6885
FL,OKALOOSA COUNTY,3150,3150,3150
FL,OKALOOSA COUNTY,1122903,1122903,1122903
FL,OKALOOSA COUNTY,1143,1143,1143
FL,OKALOOSA COUNTY,119169,119169,119169
FL,OKALOOSA COUNTY,6291,6291,6291
FL,OKALOOSA COUNTY,46071,46071,46071
FL,OKALOOSA COUNTY,17280,17280,17280
FL,OKALOOSA COUNTY,15822,15822,15822
FL,OKALOOSA COUNTY,12960,12960,12960
FL,OKALOOSA COUNTY,3087,3087,3087
FL,OKALOOSA COUNTY,7118145,7118145,7118145
FL,OKALOOSA COUNTY,3103497,3103497,3103497
FL,OKALOOSA COUNTY,22302,22302,22302
FL,OKALOOSA COUNTY,22302,22302,22302
FL,OKALOOSA COUNTY,12393,12393,12393
FL,OKALOOSA COUNTY,2529,2529,2529
FL,OKALOOSA COUNTY,75600,75600,75600
FL,OKALOOSA COUNTY,14040,14040,14040
FL,OKALOOSA COUNTY,4761,4761,4761
FL,OKALOOSA COUNTY,7659,7659,7659
FL,OKALOOSA COUNTY,5256,5256,5256
FL,OKALOOSA COUNTY,4005,4005,4005
FL,OKALOOSA COUNTY,13284,13284,13284
FL,OKALOOSA COUNTY,13284,13284,13284
FL,OKALOOSA COUNTY,9657,9657,9657
FL,OKALOOSA COUNTY,4284,4284,4284
FL,OKALOOSA COUNTY,1333152,1333152,1333152
FL,OKALOOSA COUNTY,727263,727263,727263
FL,OKALOOSA COUNTY,7569,7569,7569
FL,OKALOOSA COUNTY,3366,3366,3366
FL,OKALOOSA COUNTY,6174,6174,6174
FL,OKALOOSA COUNTY,3600,3600,3600
FL,OKALOOSA COUNTY,190251,190251,190251
FL,OKALOOSA COUNTY,3384,3384,3384
FL,OKALOOSA COUNTY,12960,12960,12960
FL,OKALOOSA COUNTY,889911,889911,889911
FL,OKALOOSA COUNTY,12402,12402,12402
FL,OKALOOSA COUNTY,14643,14643,14643
FL,OKALOOSA COUNTY,5040,5040,5040
FL,OKALOOSA COUNTY,2592,2592,2592
FL,OKALOOSA COUNTY,1296,1296,1296
FL,OKALOOSA COUNTY,21843,21843,21843
FL,OKALOOSA COUNTY,10737,10737,10737
FL,OKALOOSA COUNTY,1584,1584,1584
FL,OKALOOSA COUNTY,47223,47223,47223
FL,OKALOOSA COUNTY,47223,47223,47223
FL,OKALOOSA COUNTY,47223,47223,47223
FL,OKALOOSA COUNTY,47223,47223,47223
FL,OKALOOSA COUNTY,1421325,1421325,1421325
FL,OKALOOSA COUNTY,1978461,1978461,1978461
FL,OKALOOSA COUNTY,207693,207693,207693
FL,OKALOOSA COUNTY,55800,55800,55800
FL,OKALOOSA COUNTY,292824,292824,292824
FL,OKALOOSA COUNTY,246609,246609,246609
FL,OKALOOSA COUNTY,190404,190404,190404
FL,OKALOOSA COUNTY,4437,4437,4437
FL,OKALOOSA COUNTY,43326,43326,43326
FL,OKALOOSA COUNTY,22095,22095,22095
FL,OKALOOSA COUNTY,9405,9405,9405
FL,OKALOOSA COUNTY,3384,3384,3384
FL,OKALOOSA COUNTY,22977,22977,22977
FL,OKALOOSA COUNTY,328500,328500,328500
FL,OKALOOSA COUNTY,424314.9,424314.9,0
